Company,URL,Location,EntryLevel,Notes
Arva AI,https://arva.ai/company/careers,,no,YC Summer 2024 · AI · hiring · new grad/SWE outreach target
Elyos AI,https://elyos.ai/careers,,no,YC Summer 2023 · AI · hiring · new grad/SWE outreach target
Inkeep,https://inkeep.com/careers,,no,YC Winter 2023 · DevTools · hiring · new grad/SWE outreach target
Arini,https://www.arini.ai/careers,,no,YC Winter 2024 · AI · hiring · new grad/SWE outreach target
Terminal,https://www.withterminal.com/careers,,no,YC Summer 2023 · DevTools · hiring · new grad/SWE outreach target
Revyl,https://revyl.com/careers,,no,YC Fall 2024 · AI/DevTools · hiring · new grad/SWE outreach target
Artie,https://www.artie.com/careers,,no,YC Summer 2023 · DevTools · hiring · new grad/SWE outreach target
Toothy AI,https://toothy.ai/careers,,no,YC Winter 2025 · AI · hiring · new grad/SWE outreach target
OffDeal,https://offdeal.io/careers,,no,YC Winter 2024 · AI · hiring · new grad/SWE outreach target
Wordware,https://www.wordware.ai/careers,,no,YC Summer 2024 · DevTools · hiring · new grad/SWE outreach target
Omnistrate,https://omnistrate.com/careers,,no,YC Winter 2023 · DevTools · hiring · new grad/SWE outreach target
ProSights,https://www.prosights.co/careers,,no,YC Winter 2024 · AI · hiring · new grad/SWE outreach target
Credal.ai,https://credal.ai/careers,,no,YC Winter 2023 · AI · hiring · new grad/SWE outreach target
Mentra,https://mentraglass.com/careers,,no,YC Winter 2025 · AI · hiring · new grad/SWE outreach target
Cosine,https://cosine.sh/careers,,no,YC Winter 2023 · AI/ML/DevTools · hiring · new grad/SWE outreach target
Variance,https://www.variance.com/careers,,no,YC Winter 2023 · AI · hiring · new grad/SWE outreach target
Artificial Societies,https://societies.ai/company#open-positions,,no,YC Winter 2025 · AI · hiring · new grad/SWE outreach target
Structured AI,https://getstructured.ai/careers/,,no,YC Fall 2025 · AI · hiring · new grad/SWE outreach target
Simple AI,https://www.usesimple.ai/careers,,no,YC Summer 2024 · AI · hiring · new grad/SWE outreach target
Clearest Health,https://clearesthealth.com/careers,,no,YC Summer 2023 · AI · hiring · new grad/SWE outreach target
Revion,https://revion.inc/careers,,no,YC Winter 2026 · AI · hiring · new grad/SWE outreach target
Dedalus Labs,https://www.dedaluslabs.ai/careers,,no,YC Summer 2025 · AI/DevTools · hiring · new grad/SWE outreach target
AgentMail,https://www.agentmail.to/careers,,no,YC Summer 2025 · DevTools · hiring · new grad/SWE outreach target
Zep AI,https://www.getzep.com/careers/,,no,YC Winter 2024 · DevTools · hiring · new grad/SWE outreach target
Mem0,https://mem0.ai/careers,,no,YC Summer 2024 · DevTools · hiring · new grad/SWE outreach target
Freshersworld (Hyderabad software),https://www.freshersworld.com/jobs/jobsearch/software-jobs-in-hyderabad,Hyderabad,yes,Fresher software jobs board - Hyderabad (aggregator)
Freshersworld (Pune software),https://www.freshersworld.com/jobs/jobsearch/software-jobs-in-pune,Pune,yes,Fresher software jobs board - Pune (aggregator)
Freshersworld (Bengaluru software),https://www.freshersworld.com/jobs/jobsearch/software-jobs-in-bangalore,Bengaluru,yes,Fresher software jobs board - Bengaluru (aggregator)
Skyflow,https://www.skyflow.com/careers,Bengaluru,yes,Data-privacy vault; Bengaluru & Hyderabad eng (SPA - needs RENDER)
Rubrik,https://www.rubrik.com/company/careers,Bengaluru,yes,Data security; Bengaluru R&D (SPA - needs RENDER)
